obs_number,cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
991,776,6,0,10,1.356409544,1511,11,0.888450288,0
992,965,2,0,10,1.221123919,1469,11,0.888450288,0
993,884,6,0,10,2.040795648,1396,11,0.943194554,0
994,1172,6,0,10,1.766245409,1509,11,0.943194554,0
995,775,2,0,10,1.241018864,1322,11,0.888450288,0
996,835,2,0,10,1.885615078,1679,11,0.888450288,0
997,1175,6,0,10,1.921425979,1643,11,0.943194554,0
998,953,6,0,10,2.048753626,1611,11,0.943194554,0
999,1075,6,0,10,2.275555998,1786,11,0.888450288,0
1000,976,2,0,10,2.012942726,1866,11,0.888450288,0
1001,910,6,0,10,1.833888222,1673,11,0.888450288,0
1002,784,2,0,10,1.690644618,1572,11,0.943194554,0
1003,872,2,0,10,1.571274949,1648,11,0.888450288,0
1004,928,6,0,10,2.001005759,2051,11,0.943194554,0
1005,1145,6,0,10,2.211892175,1855,11,0.888450288,0
1006,988,6,0,10,2.303408921,1950,11,0.943194554,0
1007,1073,2,0,10,1.619022817,1556,11,0.943194554,0
1008,870,2,0,10,2.430736568,1934,11,0.888450288,0
1009,922,6,0,10,2.38696769,2059,11,0.888450288,0
1010,1170,2,0,10,2.263619031,1814,11,0.888450288,0
1011,866,6,0,10,1.885615078,1517,11,0.943194554,0
1012,621,2,0,10,1.376304489,1404,11,0.943194554,0
1013,1095,2,0,10,2.430736568,1811,11,0.943194554,0
1014,1076,6,0,10,2.717223775,2066,11,0.888450288,0
1015,915,6,0,10,2.052732615,1875,11,0.943194554,0
1016,1012,6,0,10,1.961215869,1709,11,0.888450288,0
1017,1057,2,0,10,2.044774637,2099,11,0.888450288,0
1018,985,2,0,10,2.323303866,1850,11,0.943194554,0
1019,1046,2,0,10,2.689370852,1874,11,0.888450288,0
1020,1131,2,0,10,2.514295337,2039,11,0.943194554,0
1021,1127,6,0,10,2.211892175,1481,11,0.888450288,0
1022,913,2,0,10,1.885615078,1707,11,0.943194554,0
1023,1125,6,0,10,2.367072745,1937,11,0.888450288,0
1024,977,6,0,10,2.211892175,1442,11,0.888450288,0
1025,792,6,0,10,1.961215869,1769,11,0.943194554,0
1026,1090,2,0,10,2.494400392,2054,11,0.888450288,0
1027,1068,6,0,10,2.780887598,1712,11,0.888450288,0
1028,1122,6,0,10,1.579232927,1354,11,0.888450288,0
1029,910,2,0,10,2.343198811,1652,11,0.943194554,0
1030,1035,6,0,10,2.172102285,1849,11,0.943194554,0
1031,902,6,0,10,2.223829141,1828,11,0.888450288,0
1032,691,2,0,10,1.658812707,1448,11,0.888450288,0
1033,1087,2,0,10,1.730434508,1456,11,0.943194554,0
1034,767,2,0,10,1.495674159,1440,11,0.888450288,0
1035,891,2,0,10,1.237039875,1611,11,0.943194554,0
1036,1060,6,0,10,2.570001182,2097,11,0.943194554,0
1037,767,2,0,10,1.662791696,1798,11,0.943194554,0
1038,925,2,0,10,1.782161365,1484,11,0.888450288,0
1039,941,2,0,10,2.486442414,1893,11,0.943194554,0
1040,880,2,0,10,1.937341935,1669,11,0.943194554,0
1041,1103,6,0,10,1.579232927,1889,11,0.943194554,0
1042,1033,2,0,10,1.603106861,1934,11,0.943194554,0
1043,860,6,0,10,1.511590114,1433,11,0.943194554,0
1044,937,2,0,10,2.868425356,1880,11,0.943194554,0
1045,906,6,0,10,1.821951255,1480,11,0.943194554,0
1046,1034,2,0,10,2.351156789,1634,11,0.943194554,0
1047,759,2,0,10,1.284787743,1536,11,0.943194554,0
1048,961,6,0,10,1.857762156,1762,11,0.943194554,0
1049,1236,6,0,10,2.593875116,1923,11,0.943194554,0
1050,946,6,0,10,2.004984748,1166,11,0.943194554,0
1051,890,2,0,10,2.028858682,1904,11,0.888450288,0
1052,1126,2,0,10,2.573980171,1932,11,0.943194554,0
1053,893,2,0,10,2.064669582,1599,11,0.888450288,0
1054,931,6,0,10,2.315345888,1592,11,0.888450288,0
1055,829,6,0,10,0.870972889,1590,11,0.888450288,0
1056,967,6,0,10,1.897552045,1523,11,0.943194554,0
1057,803,2,0,10,2.180060263,1760,11,0.943194554,0
1058,774,6,0,10,1.069922338,1501,11,0.943194554,0
1059,628,6,0,10,0.890867834,1554,11,0.888450288,0
1060,880,6,0,10,1.344472577,1661,11,0.943194554,0
1061,1055,2,0,10,0.98238458,1353,11,0.888450288,0
1062,989,6,0,10,2.180060263,1741,11,0.888450288,0
1063,1033,6,0,10,2.430736568,1704,11,0.888450288,0
1064,1056,2,0,10,2.020900704,1637,11,0.943194554,0
1065,1214,6,0,10,2.888320301,1934,11,0.888450288,0
1066,1037,6,0,10,2.108438461,1718,11,0.888450288,0
1067,809,2,0,10,1.41211539,1666,11,0.888450288,0
1068,1040,6,0,10,2.331261844,1744,11,0.888450288,0
1069,906,2,0,10,1.416094379,1552,11,0.888450288,0
1070,1015,2,0,10,1.209186952,1397,11,0.943194554,0
1071,926,2,0,10,2.001005759,1611,11,0.943194554,1
1072,681,2,0,10,1.941320924,1420,11,0.943194554,1
1073,748,6,0,10,2.001005759,1602,11,0.943194554,1
1074,1030,6,0,10,2.032837671,1780,11,0.888450288,1
1075,730,6,0,10,1.829909233,1267,11,0.888450288,1
1076,660,6,0,10,1.829909233,1342,11,0.943194554,1
1077,876,2,0,10,2.15220734,1584,11,0.943194554,1
1078,835,2,0,10,1.686665629,1260,11,0.888450288,1
1079,1052,6,0,10,2.120375428,1879,11,0.888450288,1
1080,854,6,0,10,1.893573056,1387,11,0.888450288,1
1081,760,6,0,10,1.865720133,1392,11,0.888450288,1
1082,678,6,0,10,1.690644618,1181,11,0.888450288,1
1083,840,2,0,10,2.060690593,1428,11,0.943194554,1
1084,882,6,0,10,1.885615078,1441,11,0.943194554,1
1085,738,2,0,10,1.698602596,1357,11,0.888450288,1
1086,666,6,0,10,1.893573056,1534,11,0.943194554,1
1087,738,2,0,10,1.80205631,1390,11,0.943194554,1
1088,858,6,0,10,1.810014288,1404,11,0.943194554,1
1089,903,2,0,10,2.247703075,1818,11,0.888450288,1
1090,740,2,0,10,1.909489012,1489,11,0.943194554,1
1091,987,2,0,10,1.981110814,1572,11,0.943194554,1
1092,792,2,0,10,1.599127872,1319,11,0.888450288,1
1093,826,2,0,10,1.977131825,1450,11,0.943194554,1
1094,830,2,0,10,1.873678111,1415,11,0.943194554,1
1095,836,2,0,10,1.929383957,1332,11,0.888450288,1
1096,855,2,0,10,1.909489012,1525,11,0.888450288,1
1097,816,6,0,10,2.084564527,1480,11,0.888450288,1
1098,721,6,0,10,1.774203387,1174,11,0.943194554,1
1099,988,2,0,10,2.052732615,1649,11,0.943194554,1
1100,914,2,0,10,2.028858682,1523,11,0.943194554,1
1101,1013,6,0,10,2.096501494,1489,11,0.888450288,1
1102,1013,2,0,10,1.921425979,1464,11,0.888450288,1
1103,858,6,0,10,2.068648571,1509,11,0.943194554,1
1104,847,2,0,10,1.806035299,1182,11,0.943194554,1
1105,769,6,0,10,1.786140354,1426,11,0.943194554,1
1106,870,6,0,10,1.937341935,1473,11,0.888450288,1
1107,716,2,0,10,1.825930244,1483,11,0.888450288,1
1108,661,2,0,10,1.563316971,1203,11,0.943194554,1
1109,846,2,0,10,2.012942726,1567,11,0.888450288,1
1110,1107,2,0,10,2.243724086,1736,11,0.888450288,1
1111,845,6,0,10,2.03681666,1273,11,0.943194554,1
1112,918,6,0,10,1.817972266,1591,11,0.943194554,1
1113,814,6,0,10,1.718497541,1342,11,0.943194554,1
1114,813,2,0,10,1.99702677,1639,11,0.888450288,1
1115,992,6,0,10,1.845825189,1295,11,0.943194554,1
1116,718,2,0,10,1.8418462,1199,11,0.943194554,1
1117,593,2,0,10,1.746350464,1121,11,0.888450288,1
1118,785,2,0,10,1.80205631,1439,11,0.943194554,1
1119,856,2,0,10,2.020900704,1592,11,0.888450288,1
1120,742,6,0,10,1.674728663,1165,11,0.943194554,1
1121,1001,6,0,10,1.925404968,1298,11,0.943194554,1
1122,551,2,0,10,1.682686641,1290,11,0.943194554,1
1123,879,2,0,10,2.056711604,1527,11,0.943194554,1
1124,861,6,0,10,2.004984748,1591,11,0.943194554,1
1125,904,2,0,10,1.989068792,1355,11,0.888450288,1
1126,844,2,0,10,1.76226642,1328,11,0.943194554,1
1127,836,2,0,10,1.985089803,1482,11,0.943194554,1
1128,648,6,0,10,1.941320924,1623,11,0.943194554,1
1129,487,2,0,10,1.774203387,1358,11,0.888450288,1
1130,754,6,0,10,2.024879693,1473,11,0.888450288,1
1131,779,2,0,10,1.8776571,1381,11,0.888450288,1
1132,749,6,0,10,1.941320924,1311,11,0.943194554,1
1133,728,6,0,10,1.746350464,1209,11,0.888450288,1
1134,853,6,0,10,2.020900704,1627,11,0.943194554,1
1135,790,6,0,10,1.774203387,1296,11,0.888450288,1
1136,801,2,0,10,1.742371475,1272,11,0.943194554,1
1137,867,6,0,10,1.973152836,1512,11,0.943194554,1
1138,736,2,0,10,1.873678111,1277,11,0.943194554,1
1139,1023,2,0,10,2.120375428,1724,11,0.888450288,1
1140,1025,2,0,10,2.168123296,1749,11,0.943194554,1
1141,763,6,0,10,1.937341935,1455,11,0.888450288,1
1142,801,2,0,10,1.989068792,1581,11,0.943194554,1
1143,735,6,0,10,1.865720133,1469,11,0.888450288,1
1144,997,2,0,10,2.287492965,1668,11,0.943194554,1
1145,721,2,0,10,1.977131825,1491,11,0.943194554,1
1146,850,6,0,10,1.798077321,1339,11,0.888450288,1
1147,850,6,0,10,1.969173847,1367,11,0.888450288,1
1148,750,6,0,10,2.008963737,1688,11,0.888450288,1
1149,763,6,0,10,2.001005759,1388,11,0.888450288,1
1150,622,6,0,10,1.810014288,1293,11,0.888450288,1
1151,747,6,0,10,1.949278902,1294,11,0.888450288,1
1152,963,2,0,10,2.068648571,1648,11,0.888450288,1
1153,764,6,0,10,1.905510023,1704,11,0.888450288,1
1154,812,6,0,10,2.028858682,1560,11,0.888450288,1
1155,575,2,0,10,1.579232927,1067,11,0.943194554,1
1156,653,6,0,10,1.774203387,1299,11,0.888450288,1
1157,848,6,0,10,2.008963737,1390,11,0.943194554,1
1158,585,2,0,10,1.80205631,1332,11,0.888450288,1
1159,901,2,0,10,1.981110814,1398,11,0.943194554,1
1160,859,2,0,10,2.024879693,1390,11,0.943194554,1
1161,949,6,0,10,2.108438461,1673,11,0.888450288,1
1162,711,6,0,10,2.040795648,1529,11,0.888450288,1
1163,822,2,0,10,1.698602596,1401,11,0.943194554,1
1164,793,2,0,10,2.056711604,1588,11,0.943194554,1
1165,924,6,0,10,2.004984748,1508,11,0.888450288,1
1166,807,6,0,10,1.933362946,1509,11,0.888450288,1
1167,673,6,0,10,1.72247653,1282,11,0.943194554,1
1168,826,6,0,10,2.092522505,1615,11,0.888450288,1
1169,729,6,0,10,1.650854729,1283,11,0.888450288,1
1170,783,2,0,10,1.969173847,1547,11,0.943194554,1
1171,887,6,0,10,1.929383957,1334,11,0.943194554,1
1172,715,2,0,10,2.048753626,1439,11,0.888450288,1
1173,1082,2,0,10,2.259640042,1756,11,0.943194554,1
1174,837,6,0,10,1.973152836,1545,11,0.888450288,1
1175,826,6,0,10,1.929383957,1503,11,0.943194554,1
1176,659,6,0,10,1.774203387,1337,11,0.888450288,1
1177,693,6,0,10,1.845825189,1307,11,0.888450288,1
1178,1176,6,0,10,2.195976219,1734,11,0.943194554,1
1179,879,2,0,10,1.885615078,1324,11,0.943194554,1
1180,645,2,0,10,1.794098332,1293,11,0.888450288,1
1181,665,6,0,10,1.766245409,1207,11,0.888450288,1
1182,772,2,0,10,1.857762156,1341,11,0.888450288,1
1183,764,6,0,10,1.893573056,1397,11,0.943194554,1
1184,703,2,0,10,2.048753626,1527,11,0.888450288,1
1185,784,2,0,10,1.977131825,1480,11,0.888450288,1
1186,660,6,0,10,1.702581585,1147,11,0.943194554,1
1187,749,6,0,10,1.913468001,1582,11,0.888450288,1
1188,811,6,0,10,1.897552045,1449,11,0.943194554,1
1189,919,2,0,10,2.172102285,1745,11,0.888450288,1
1190,945,6,0,10,2.001005759,1428,11,0.888450288,1
1191,740,2,0,10,1.981110814,1526,11,0.943194554,1
1192,685,2,0,10,2.048753626,1389,11,0.943194554,1
1193,981,6,0,10,2.239745097,1748,11,0.943194554,1
1194,771,6,0,10,2.180060263,1477,11,0.943194554,1
1195,915,2,0,10,2.024879693,1603,11,0.943194554,1
1196,703,6,0,10,1.961215869,1432,11,0.943194554,1
1197,707,6,0,10,1.985089803,1459,11,0.943194554,1
1198,741,6,0,10,1.945299913,1566,11,0.888450288,1
1199,578,6,0,10,1.857762156,1450,11,0.888450288,1
1200,884,2,0,10,1.853783167,1446,11,0.888450288,1
1201,910,6,0,10,1.790119343,1163,11,0.888450288,1
1202,873,2,0,10,1.985089803,1527,11,0.943194554,1
1203,684,2,0,10,1.889594067,1548,11,0.943194554,1
1204,838,6,0,10,1.845825189,1568,11,0.943194554,1
1205,833,2,0,10,1.853783167,1535,11,0.888450288,1
1206,607,2,0,10,1.99702677,1454,11,0.943194554,1
1207,891,2,0,10,1.754308442,1404,11,0.888450288,1
1208,744,2,0,10,1.925404968,1622,11,0.943194554,1
1209,754,6,0,10,2.028858682,1675,11,0.943194554,1
1210,580,2,0,10,1.8418462,1301,11,0.943194554,1
1211,724,2,0,10,2.076606549,1393,11,0.943194554,1
1212,880,2,0,10,1.953257891,1572,11,0.888450288,1
1213,792,2,0,10,2.084564527,1455,11,0.943194554,1
1214,833,6,0,10,1.774203387,1407,11,0.943194554,1
1215,742,2,0,10,1.893573056,1483,11,0.943194554,1
1216,944,2,0,10,1.901531034,1429,11,0.888450288,1
1217,891,6,0,10,2.156186329,1675,11,0.943194554,1
1218,763,2,0,10,1.706560574,1191,11,0.888450288,1
1219,688,6,0,10,1.8776571,1286,11,0.888450288,1
1220,800,6,0,10,2.080585538,1583,11,0.888450288,1
1221,928,2,0,10,1.893573056,1439,11,0.943194554,1
1222,804,2,0,10,1.662791696,1234,11,0.943194554,1
1223,744,6,0,10,1.99702677,1522,11,0.943194554,1
1224,829,6,0,10,2.092522505,1353,11,0.888450288,1
1225,937,2,0,10,2.132312395,1546,11,0.943194554,1
1226,924,6,0,10,2.012942726,1607,11,0.888450288,1
1227,1047,6,0,10,1.981110814,1548,11,0.943194554,1
1228,622,2,0,10,1.754308442,1302,11,0.888450288,1
1229,797,6,0,10,1.925404968,1441,11,0.943194554,1
1230,485,6,0,10,1.790119343,1308,11,0.888450288,1
1231,859,2,0,10,2.028858682,1501,11,0.888450288,1
1232,845,2,0,10,1.913468001,1637,11,0.888450288,1
1233,861,6,0,10,2.040795648,1471,11,0.888450288,1
1234,806,6,0,10,1.754308442,1347,11,0.943194554,1
1235,700,2,0,10,1.80205631,1188,11,0.943194554,1
1236,893,2,0,10,2.016921715,1421,11,0.943194554,1
1237,760,6,0,10,1.806035299,1241,11,0.943194554,1
1238,1136,2,0,10,2.156186329,1780,11,0.943194554,1
1239,751,6,0,10,1.953257891,1399,11,0.888450288,1
1240,853,6,0,10,1.969173847,1460,11,0.943194554,1
1241,849,6,0,10,2.001005759,1810,11,0.943194554,1
1242,746,2,0,10,1.865720133,1334,11,0.943194554,1
1243,679,2,0,10,1.817972266,1400,11,0.888450288,1
1244,940,6,0,10,2.108438461,1640,11,0.943194554,1
1245,799,2,0,10,2.319324877,1813,11,0.943194554,1
1246,758,2,0,10,1.718497541,1264,11,0.943194554,1
1247,812,6,0,10,2.084564527,1638,11,0.888450288,1
1248,864,2,0,10,2.032837671,1509,11,0.888450288,1
1249,714,2,0,10,1.8776571,1172,11,0.943194554,1
1250,742,2,0,10,1.945299913,1681,11,0.888450288,1
1251,1002,6,0,10,2.382988701,1779,11,0.888450288,1
1252,756,6,0,10,2.064669582,1637,11,0.888450288,1
1253,795,2,0,10,1.889594067,1545,11,0.888450288,1
1254,895,2,0,10,1.949278902,1319,11,0.888450288,1
1255,623,2,0,10,1.547401015,1248,11,0.888450288,1
1256,810,2,0,10,1.730434508,1227,11,0.943194554,1
1257,731,2,0,10,1.794098332,1229,11,0.943194554,1
1258,1001,2,0,10,2.064669582,1844,11,0.888450288,1
1259,970,2,0,10,2.056711604,1926,11,0.943194554,1
1260,749,6,0,10,1.690644618,1474,11,0.888450288,1
1261,644,6,0,10,1.857762156,1645,11,0.943194554,1
1262,764,2,0,10,1.8776571,1486,11,0.888450288,1
1263,838,2,0,10,1.869699122,1399,11,0.943194554,1
1264,710,6,0,10,1.837867211,1505,11,0.888450288,1
1265,780,6,0,10,2.136291384,1686,11,0.943194554,1
1266,686,2,0,10,2.048753626,1604,11,0.888450288,1
1267,747,2,0,10,2.032837671,1567,11,0.943194554,1
1268,795,6,0,10,1.849804178,1382,11,0.888450288,1
1269,684,6,0,10,1.778182376,1273,11,0.888450288,1
1270,928,6,0,10,1.953257891,1717,11,0.943194554,1
1271,515,2,0,10,1.539443037,1087,11,0.888450288,1
1272,1025,2,0,10,2.120375428,1654,11,0.888450288,1
1273,889,2,0,10,1.861741144,1457,11,0.943194554,1
1274,568,6,0,10,1.746350464,1267,11,0.888450288,1
1275,831,2,0,10,1.849804178,1523,11,0.888450288,1
1276,682,2,0,10,1.861741144,1373,11,0.888450288,1
1277,850,6,0,10,1.738392486,1422,11,0.888450288,1
1278,778,2,0,10,1.8776571,1205,11,0.888450288,1
1279,837,6,0,10,1.718497541,1356,11,0.888450288,1
1280,929,2,0,10,1.817972266,1456,11,0.888450288,1
1281,911,6,0,10,1.945299913,1402,11,0.888450288,1
1282,1107,6,0,10,2.048753626,1664,11,0.943194554,1
1283,688,2,0,10,1.905510023,1419,11,0.943194554,1
1284,811,2,0,10,1.905510023,1476,11,0.943194554,1
1285,814,2,0,10,1.909489012,1398,11,0.943194554,1
1286,954,6,0,10,1.901531034,1280,11,0.888450288,1
1287,674,2,0,10,1.758287431,1285,11,0.943194554,1
1288,1096,6,0,10,2.012942726,1607,11,0.943194554,1
1289,605,2,0,10,1.650854729,1140,11,0.888450288,1
1290,830,6,0,10,1.973152836,1235,11,0.943194554,1
1291,705,6,0,10,1.953257891,1310,11,0.888450288,1
1292,835,6,0,10,1.881636089,1374,11,0.943194554,1
1293,731,2,0,10,1.76226642,1283,11,0.943194554,1
1294,1028,2,0,10,2.144249362,1810,11,0.943194554,1
1295,825,6,0,10,2.048753626,1526,11,0.888450288,1
1296,868,2,0,10,1.965194858,1291,11,0.888450288,1
1297,1032,2,0,10,1.977131825,1481,11,0.888450288,1
1298,863,6,0,10,1.853783167,1401,11,0.888450288,1
1299,914,6,0,10,2.03681666,1425,11,0.943194554,1
1300,770,2,0,10,1.694623607,1034,11,0.888450288,1
1301,838,2,0,10,1.849804178,1516,11,0.943194554,1
1302,756,6,0,10,1.638917762,1159,11,0.888450288,1
1303,896,2,0,10,2.104459472,1550,11,0.943194554,1
1304,800,6,0,10,2.195976219,1705,11,0.888450288,1
1305,863,6,0,10,1.989068792,1514,11,0.943194554,1
1306,820,2,0,10,1.993047781,1462,11,0.943194554,1
1307,712,2,0,10,1.813993277,1312,11,0.943194554,1
1308,982,2,0,10,2.199955208,1617,11,0.943194554,1
1309,592,2,0,10,1.786140354,1164,11,0.888450288,1
1310,889,2,0,10,2.028858682,1482,11,0.888450288,1
1311,728,6,0,10,1.925404968,1546,11,0.943194554,1
1312,943,2,0,10,1.989068792,1408,11,0.888450288,1
1313,988,2,0,10,1.973152836,1639,11,0.888450288,1
1314,729,6,0,10,1.937341935,1355,11,0.943194554,1
1315,649,2,0,10,1.774203387,1269,11,0.888450288,1
1316,730,6,0,10,1.718497541,1264,11,0.888450288,1
1317,865,6,0,10,1.897552045,1667,11,0.943194554,1
1318,868,6,0,10,1.821951255,1497,11,0.943194554,1
1319,703,2,0,10,1.965194858,1533,11,0.943194554,1
1320,828,6,0,10,2.096501494,1675,11,0.943194554,1
1321,785,6,0,10,1.989068792,1328,11,0.943194554,1
1322,855,6,0,10,1.949278902,1644,11,0.888450288,1
1323,688,6,0,10,1.786140354,1297,11,0.943194554,1
1324,780,2,0,10,1.849804178,1484,11,0.943194554,1
1325,882,6,0,10,2.040795648,1691,11,0.888450288,1
1326,1074,2,0,10,2.19199723,1599,11,0.888450288,1
1327,783,6,0,10,1.798077321,1315,11,0.943194554,1
1328,842,6,0,10,2.084564527,1653,11,0.888450288,1
1329,517,2,0,10,1.742371475,1335,11,0.943194554,1
1330,940,6,0,10,2.11241745,1609,11,0.943194554,1
1331,875,2,0,10,2.016921715,1671,11,0.943194554,1
1332,822,6,0,10,2.084564527,1612,11,0.888450288,1
1333,766,2,0,10,1.837867211,1244,11,0.943194554,1
1334,852,2,0,10,1.985089803,1642,11,0.888450288,1
1335,771,6,0,10,1.965194858,1621,11,0.943194554,1
1336,776,2,0,10,2.020900704,1522,11,0.943194554,1
1337,569,2,0,10,2.020900704,1500,11,0.943194554,1
1338,755,2,0,10,2.084564527,1669,11,0.943194554,1
1339,739,6,0,10,2.020900704,1342,11,0.943194554,1
1340,788,2,0,10,1.925404968,1287,11,0.943194554,1
1341,825,6,0,10,1.8418462,1372,11,0.943194554,1
1342,826,2,0,10,1.778182376,1051,11,0.888450288,1
1343,801,6,0,10,1.885615078,1434,11,0.888450288,1
1344,915,2,0,10,1.921425979,1512,11,0.888450288,1
1345,858,6,0,10,1.95723688,1651,11,0.888450288,1
1346,861,6,0,10,1.750329453,1357,11,0.888450288,1
1347,788,6,0,10,2.108438461,1580,11,0.943194554,1
1348,691,2,0,10,1.8776571,1277,11,0.888450288,1
1349,835,2,0,10,1.925404968,1415,11,0.943194554,1
1350,694,2,0,10,1.634938773,1062,11,0.888450288,1
1351,898,6,0,10,2.040795648,1592,11,0.943194554,1
1352,675,2,0,10,1.909489012,1418,11,0.943194554,1
1353,980,2,0,10,2.052732615,1588,11,0.943194554,1
1354,706,6,0,10,1.8418462,1410,11,0.943194554,1
1355,694,2,0,10,1.817972266,1185,11,0.888450288,1
1356,656,6,0,10,1.889594067,1441,11,0.888450288,1
1357,674,2,0,10,1.750329453,1312,11,0.888450288,1
1358,886,2,0,10,1.845825189,1468,11,0.888450288,1
1359,706,6,0,10,1.821951255,1200,11,0.888450288,1
1360,900,2,0,10,1.933362946,1598,11,0.888450288,1
1361,982,2,0,10,1.806035299,1447,11,0.943194554,1
1362,843,6,0,10,2.032837671,1773,11,0.943194554,1
1363,939,6,0,10,1.937341935,1380,11,0.888450288,1
1364,711,6,0,10,1.718497541,1219,11,0.943194554,1
1365,745,6,0,10,1.861741144,1580,11,0.943194554,1
1366,853,6,0,10,1.849804178,1280,11,0.888450288,1
1367,816,2,0,10,1.99702677,1404,11,0.943194554,1
1368,695,6,0,10,1.750329453,1113,11,0.888450288,1
1369,761,2,0,10,1.825930244,1382,11,0.943194554,1
1370,688,6,0,10,1.885615078,1300,11,0.888450288,1
1371,561,6,0,10,1.72247653,1070,11,0.943194554,1
1372,722,2,0,10,1.901531034,1295,11,0.943194554,1
1373,660,6,0,10,1.937341935,1308,11,0.943194554,1
1374,544,6,0,10,1.718497541,1288,11,0.888450288,1
1375,699,2,0,10,1.774203387,1048,11,0.888450288,1
1376,722,2,0,10,1.782161365,1443,11,0.888450288,1
1377,1010,2,0,10,2.184039252,1749,11,0.943194554,1
1378,800,2,0,10,2.048753626,1313,11,0.888450288,1
1379,743,2,0,10,1.726455519,1492,11,0.943194554,1
1380,682,2,0,10,1.921425979,1549,11,0.943194554,1
1381,1145,6,0,10,2.26759802,1767,11,0.888450288,1
1382,842,2,0,10,1.929383957,1455,11,0.888450288,1
1383,1000,2,0,10,2.120375428,1618,11,0.888450288,1
1384,804,6,0,10,1.730434508,1304,11,0.888450288,1
1385,666,6,0,10,1.642896751,1270,11,0.888450288,1
1386,903,6,0,10,1.985089803,1540,11,0.888450288,1
1387,830,6,0,10,1.865720133,1382,11,0.943194554,1
1388,943,2,0,10,2.024879693,1396,11,0.888450288,1
1389,808,2,0,10,1.973152836,1480,11,0.888450288,1
1390,905,2,0,10,2.048753626,1493,11,0.943194554,1
1391,688,6,0,10,1.786140354,1197,11,0.888450288,1
1392,842,2,0,10,2.068648571,1627,11,0.943194554,1
1393,871,6,0,10,1.8776571,1576,11,0.888450288,1
1394,893,6,0,10,1.857762156,1484,11,0.888450288,1
1395,687,6,0,10,1.774203387,1411,11,0.888450288,1
1396,705,6,0,10,1.76226642,1334,11,0.888450288,1
1397,731,6,0,10,2.100480483,1671,11,0.943194554,1
1398,1035,6,0,10,2.024879693,1481,11,0.943194554,1
1399,796,6,0,10,1.8418462,1391,11,0.888450288,1
1400,870,2,0,10,1.941320924,1551,11,0.943194554,1
1401,798,6,0,10,1.913468001,1544,11,0.888450288,1
1402,678,6,0,10,1.873678111,1419,11,0.888450288,1
1403,914,6,0,10,2.104459472,1729,11,0.888450288,1
1404,1042,6,0,10,2.060690593,1296,11,0.943194554,1
1405,915,6,0,10,2.176081274,1893,11,0.888450288,1
1406,732,6,0,10,1.774203387,1356,11,0.888450288,1
1407,669,6,0,10,1.730434508,1382,11,0.943194554,1
1408,920,6,0,10,2.024879693,1414,11,0.943194554,1
1409,818,6,0,10,2.052732615,1507,11,0.888450288,1
1410,792,2,0,10,2.020900704,1435,11,0.943194554,1
1411,708,6,0,10,1.857762156,1426,11,0.943194554,1
1412,887,2,0,10,1.99702677,1499,11,0.943194554,1
1413,679,2,0,10,2.024879693,1464,11,0.888450288,1
1414,1051,2,0,10,1.91744699,1478,11,0.943194554,1
1415,809,2,0,10,1.810014288,1539,11,0.943194554,1
1416,707,6,0,10,1.686665629,1389,11,0.943194554,1
1417,1018,6,0,10,2.008963737,1401,11,0.943194554,1
1418,835,2,0,10,1.91744699,1150,11,0.943194554,1
1419,826,6,0,10,1.865720133,1444,11,0.943194554,1
1420,753,2,0,10,1.989068792,1362,11,0.888450288,1
1421,824,6,0,10,2.084564527,1765,11,0.888450288,1
1422,941,2,0,10,1.949278902,1495,11,0.943194554,1
1423,1029,2,0,10,2.207913186,1647,11,0.888450288,1
1424,564,6,2,10,0.067217116,1302,11,0.888450288,0
1425,691,6,2,10,0.055280149,1241,12,0.943194554,0
1426,607,6,2,10,0.047322171,1313,11,0.943194554,0
1427,667,6,2,10,0.254229598,1369,11,0.888450288,0
1428,568,6,2,10,0.142817906,1285,11,0.888450288,0
1429,575,6,2,10,0.004404686,1245,11,0.888450288,0
1430,647,6,2,10,0.032257609,1198,12,0.888450288,0
1431,602,6,2,10,0.122922961,1273,12,0.888450288,0
1432,616,6,2,10,0.115816377,1098,11,0.888450288,0
1433,555,6,2,10,0.02827862,1197,11,0.943194554,0
1434,645,6,2,10,0.286061509,1414,12,0.888450288,0
1435,586,6,2,10,0.170670829,1296,11,0.943194554,0
1436,550,6,2,10,0.247123014,1108,11,0.888450288,0
1437,654,6,2,10,0.278954925,917,11,0.888450288,0
1438,618,6,2,10,0.047322171,1280,12,0.888450288,0
1439,689,6,2,10,0.182607796,1259,12,0.943194554,0
1440,555,6,2,10,0.107007005,1373,12,0.943194554,0
1441,523,6,2,10,0.243144025,1155,12,0.943194554,0
1442,699,6,2,10,0.055280149,1206,12,0.888450288,0
1443,532,6,2,10,0.099900421,1179,12,0.943194554,0
1444,639,6,2,10,0.083133072,1288,12,0.943194554,0
1445,530,6,2,10,0.131732333,1145,11,0.888450288,0
1446,488,6,2,10,0.155606267,1137,12,0.943194554,0
1447,632,6,2,10,0.127753344,1228,12,0.943194554,0
1448,668,6,2,10,0.036236598,1249,11,0.888450288,0
1449,493,6,2,10,0.027427226,1171,12,0.943194554,0
1450,726,6,2,10,0.008383675,1194,11,0.943194554,0
1451,554,6,2,10,0.087963454,1197,11,0.888450288,0
1452,608,6,2,10,0.095070038,1215,12,0.943194554,0
1453,640,6,2,10,0.167543234,1106,12,0.888450288,0
